Id,init_name,full_name,affiliation,city,country
301,ALAO M J,ALAO MAROUFOU J,Hop Mere Enfant Lagune  Dept Pediat,Cotonou,Benin
302,ALAOFE H,ALAOFE HALIMATOU,Univ Laval  Quebec City,PQ,Canada
303,ALASFOOR D,ALASFOOR DEENA,,,
304,ALASFOOR D,ALASFOOR DEENA,Minist Hlth,Muscat,Oman
305,ALAVO T B C,ALAVO THIERY B C,Univ Abomey Calavi  Fac Sci & Technol  Lab Entomol Appl,Cotonou,Benin
306,ALBERT A,ALBERT ARMANDO,,,
307,ALBERT A,ALBERT ARMANDO,CSIC  Inst Quim Fis Rocasolano  Dept Cristalog & Biol Estruct,E-28006 Madrid,Spain
308,ALBITTAR M I,ALBITTAR MOHAMMED I,,,
309,ALBITTAR M I,ALBITTAR MOHAMMED I,Independent,Damascus,Syria
310,ALCALACERRA G,ALCALACERRA GABRIEL,,,
311,ALEGRETTI M A,ANGEL ALEGRETTI MIGUEL,,,
312,ALEGRETTI M A,ANGEL ALEGRETTI MIGUEL,Univ Republica  Fac Med  Dept Prevent & Social Med,Montevideo,Uruguay
313,ALEMAYEHU B,ALEMAYEHU BEREKET,,,
314,ALEMAYEHU B,ALEMAYEHU BEREKET,Int Ctr AIDS Care & Treatment Programs,Addis Ababa,Ethiopia
315,ALEMAYEHU B H,ALEMAYEHU BEREKET H,,,
316,ALEMAYEHU B H,ALEMAYEHU BEREKET H,Columbia Univ  Mailman Sch Publ Hlth  ICAP,New York,NY USA
317,ALEMAYEHU B H,ALEMAYEHU B H,,,
318,ALEMAYEHU B H,ALEMAYEHU B H,Int Ctr AIDS Care & Treatment Programs,Addis Ababa,Ethiopia
319,ALEMU Z A,ALEMU ZEWDIE ADERAW,,,
320,ALEMU Z A,ALEMU ZEWDIE ADERAW,Debre Markos Univ,Debre Markos,Ethiopia
321,ALEODJRODO P E,ALEODJRODO PATRICK EDORH,,,
322,ALEODJRODO P E,ALEODJRODO PATRICK EDORH,Univ Abomey Calavi  Dept Biochim & Biol Cellulaire,Cotonou,Benin
323,ALFONSOCRISTANCHO R,ALFONSOCRISTANCHO RAFAEL,,,
324,ALHABIB S,ALHABIB SAMIA,,,
325,ALHABIB S,ALHABIB SAMIA,Natl Guard Hlth Affairs,Riyadh,Saudi Arabia
326,ALI R,ALI RAGHIB,,,
327,ALI R,ALI RAGHIB,Univ Oxford,Oxford,England
328,ALIFRANGIS M,ALIFRANGIS MICHAEL,,,
329,ALIFRANGIS M,ALIFRANGIS MICHAEL,Univ Copenhagen  Dept Int Hlth Immunol & Microbiol  Ctr Med Parasitol  Fac Hlth,DK-1014 Copenhagen K,Denmark
330,ALIFRANGIS M,ALIFRANGIS MICHAEL,Rigshosp  Copenhagen Univ Hosp  Dept Infect Dis,DK-1014 Copenhagen K,Denmark
331,ALIU P,ALIU P,,,
332,ALIU P,ALIU P,Novartis Pharma AG,Basel,Switzerland
333,ALLA F,ALLA FRANCOIS,,,
334,ALLA F,ALLA FRANCOIS,Univ Lorraine  Sch Publ Hlth,Nancy,France
335,ALLABI A,ALLABI AUREL,,,
336,ALLABI A,ALLABI AUREL,Univ Abomey Calavi  Unite Pharmacol  Fac Sci Sante,Cotonou,Benin
337,ALLABI A C,ALLABI AUREL CONSTANT,FSS & AC2N Consulting Grp Cotonou  Unite Pharmacol Clin,Cotonou,Benin
338,ALLAGBE H,ALLAGBE HYACINTHE,,,
339,ALLAGBE H,ALLAGBE HYACINTHE,Univ Abomey Calavi  Dept Geog,Cotonou,Benin
340,ALLAN R,ALLAN RICHARD,,,
341,ALLAN R,ALLAN RICHARD,MENTOR Initiat,Crawley,England
342,ALLEN E N,ALLEN ELIZABETH N,,,
343,ALLEN E N,ALLEN ELIZABETH N,Univ Cape Town  Dept Med  Div Clin Pharmacol,ZA-7925 Cape Town,South Africa
344,ALLEN P J,ALLEN PETER J,,,
345,ALLEN P J,ALLEN PETER J,Minist Hlth  Belmopan,Cayo,Belize
346,ALMELLI T,ALMELLI TALLEH,IRD  UMR Mere & Enfant Face Infect Trop 216,F-75270 Paris,France
347,ALMELLI T,ALMELLI TALLEH,Univ Paris 05  Fac Pharm  Sorbonne Paris Cite  PRES,Paris,France
348,ALOU L P A,ALOU LUDOVIC P AHOUA,,,
349,ALOU L P A,ALOU LUDOVIC P AHOUA,INSP  IPR,Bouake,Cote Ivoire
350,ALOUT H,ALOUT HAOUES,CNRS  UM1 5290  UM2 224  IRD MIVEGEC,Montpellier,France
351,ALOUT H,ALOUT HAOUES,UM1 UM2 CNRS 5290 IRD 224  Inst Rech Dev,Montpellier,France
352,ALOUT H,ALOUT HAOUES,Inst Rech Sci Sante,Bobo Dioulasso 01,Burkina Faso
353,ALOUT H,ALOUT HAOUES,UM1 UM2 CNRS5290 IRD 224  Inst Rech Dev Malad Infect & Vecteurs Ecol Genet,Montpellier,France
354,ALOUT H,ALOUT HAOUES,Inst Rech Sci Sante,Bobo Dioulasso,Burkina Faso
355,ALOUT H,ALOUT HAOUES,,,
356,ALOUT H,ALOUT HAOUES,Univ Montpellier 2,Montpellier,France
357,ALOUT H,ALOUT HAOUES,Inst Sci Evolut  Equipe Genet Adapt  CNRS,Montpellier,France
358,ALOUT H,ALOUT HAOUES,Univ Montpellier I,Montpellier,France
359,ALOUT H,ALOUT HAOUES,CNRS  Inst Sci Evolut  UMR 5554,Montpellier,France
360,ALOUT H,ALOUT HAOUES,Univ Montpellier 2  Inst Sci Evolut  CNRS  UM2 UMR 5554,F-34095 Montpellier 05,France
361,ALOUT H,ALOUT HAOUES,Univ Montpellier 2  Equipe Genet Adaptat,F-34095 Montpellier 05,France
362,ALOUT H,ALOUT HAOUES,IRD  MIVEGEC  CNRS IRD UM1 UM2 5290 224,Montpellier,France
363,ALOUT H,ALOUT HAOUES,Colorado State Univ  Arthropod Borne & Infect Dis Lab  Dept Microbiol Immunol Parasitol,Ft Collins,CO 80523 USA
364,ALSHARIF U,ALSHARIF UBAI,,,
365,ALSHARIF U,ALSHARIF UBAI,Charite,D-13353 Berlin,Germany
366,ALVAREZ E,ALVAREZ ELENA,,,
367,ALVAREZ E,ALVAREZ ELENA,Govt,Madrid,Spain
368,ALVAREZ V M,ALVAREZ VIOLETA MOYA,Inst Rech Dev  UMR Mere & Enfant Face Infect Trop 216,Paris,France
369,ALVAREZ V M,ALVAREZ VIOLETA MOYA,Univ Paris 05  Fac Pharm  PRES Sorbonne Paris Cite,Paris,France
370,ALVISGUZMAN N,ALVISGUZMAN NELSON,,,
371,AMAMBUANGWA A,AMAMBUANGWA ALFRED,,,
372,AMANKWAA A A,AMANKWAA ADANSI A,,,
373,AMANKWAA A A,AMANKWAA ADANSI A,Albany State Univ,Albany,GA 31705 USA
374,AMARE A T,AMARE AZMERAW T,,,
375,AMARE A T,AMARE AZMERAW T,Univ Groningen  Univ Med Ctr Groningen  Dept Epidemiol,Groningen,Netherlands
376,AMARE A T,AMARE AZMERAW T,Bahir Dar Univ  Coll Med & Hlth Sci,Bahir Dar,Ethiopia
377,AMEDOME H,AMEDOME HYACINTHE,,,
378,AMEDOME H,AMEDOME HYACINTHE,Minist Publ Hlth,Cotonou,Benin
379,AMINI H,AMINI HASSAN,,,
380,AMINI H,AMINI HASSAN,Kurdistan Univ Med Sci  Kurdistan Environm Hlth Res Ctr  Sanandaj,Kurdistan,Iran
381,AMMAR W,AMMAR WALID,,,
382,AMMAR W,AMMAR WALID,Minist Publ Hlth,Beirut,Lebanon
383,AMOUSSA R,AMOUSSA ROUKIYATH,,,
384,AMOUSSA R,AMOUSSA ROUKIYATH,Fac Sci Sante  CERPAGE,Cotonou,Benin
385,AMOUSSOU A,AMOUSSOU ANNICK,,,
386,AMOUSSOU A,AMOUSSOU ANNICK,Hop Zone Suru Lere  Serv Pediat,Cotonou,Benin
387,AMOUSSOU J,AMOUSSOU J,,,
388,AMOUZOU E,AMOUZOU EMILE,,,
389,ANAGONOU R,ANAGONOU RODRIGUE,Ctr Rech Entomol Cotonou,Cotonou,Benin
390,ANAGONOU R,ANAGONOU RODRIGUE,Univ Abomey Calavi  Fac Sci & Tech,Calavi,Benin
391,ANAGONOU R,ANAGONOU RODRIGUE,Univ Abomey Calavi  Fac Sci & Tech,Abomey Calavi,Benin
392,ANAGONOU R,ANAGONOU RODRIGUE,CREC,Cotonou,Benin
393,ANANI L,ANANI LUDOVIC,,,
394,ANANI L,ANANI LUDOVIC,Minist Sante  Agence Natl Transfus Sanguine,Cotonou,Benin
395,ANANI L,ANANI LUDOVIC,Univ Abomey Calavi  Lab Biochim & Biol Mol,Cotonou,Benin
396,ANANI L,ANANI LUDOVIC,Agence Natl Transfus Sanguine  Minist Sante,Cotonou,Benin
397,ANANI L Y,ANANI L Y,FSS Cotonou  UFR Hematol,Cotonou,Benin
398,ANDERSON B O,ANDERSON BENJAMIN O,,,
399,ANDERSON B O,ANDERSON BENJAMIN O,Univ Washington,Seattle,WA 98195 USA
400,ANDRIANO K,ANDRIANO K,,,
401,ANDRIANO K,ANDRIANO K,Novartis,E Hanover,NJ USA
402,ANDRIANO K,ANDRIANO KIM,,,
403,ANDRIANTSOANIRINA V,ANDRIANTSOANIRINA VALERIE,Hop Avicenne  AP HP  Lab Parasitol Mycol,F-93009 Bobigny,France
404,ANELLO G,ANELLO GUIDO,,,
405,ANGES Y,ANGES Y,Univ Parakou,Cotonou,Benin
406,ANGES Y,ANGES YADOULETON,,,
407,ANSTEY N M,ANSTEY N M,Menzies Sch Hlth Res  Global & Trop Hlth Div  Darwin,NT,Australia
408,ANSTEY N M,ANSTEY N M,Charles Darwin Univ  Darwin,NT 0909,Australia
409,ANTHEAUME C,ANTHEAUME CYRIL,,,
410,ANTHEAUME C,ANTHEAUME CYRIL,Univ Strasbourg  Fac Pharm  Serv Commun Analyse RMN,Strasbourg,France
411,ANTON R,ANTON R,,,
412,ANTONIO C A T,ANTONIO CARL ABELARDO T,,,
413,ANTONIO C A T,ANTONIO CARL ABELARDO T,Univ Philippines  Coll Publ Hlth,Manila,Philippines
414,ANVIKAR A R,ANVIKAR ANUPKUMAR R,,,
415,ANVIKAR A R,ANVIKAR ANUPKUMAR R,Natl Inst Malaria Res,New Delhi,India
416,ANWAR W,ANWAR WAFAA,,,
417,ANWARI P,ANWARI PALWASHA,,,
418,ANWARI P,ANWARI PALWASHA,UNFPA,Kabul,Afghanistan
419,ANYAELE O,ANYAELE OKORIE,,,
420,ANYAELE O,ANYAELE OKORIE,Univ Ibadan  Dept Zool  Entomol Unit,Ibadan,Nigeria
421,APAIREMARCHAIS V,APAIREMARCHAIS VERONIQUE,,,
422,APONTE J,APONTE JOHN,Univ Barcelona  Hosp Clin Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal,Barcelona,Spain
423,APONTE J,APONTE JOHN,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
424,APONTE J J,APONTE JOHN J,Hosp Clin Univ Barcelona  Barcelona Inst Global Hlth  Barcelona Ctr Int Hlth Res  ISGlobal CRESIB,Barcelona,Spain
425,APONTE J J,APONTE JOHN J,Manh Hlth Res Ctr CISM,Manhica,Mozambique
426,APONTE J J,APONTE JOHN J,Univ Barcelona  ISGlobal  Barcelona Ctr Int Hlth Res CRESIB  Hosp Clin,Barcelona,Spain
427,APONTE J J,APONTE JOHN J,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
428,APONTE J J,APONTE J J,Barcelona Inst Global Hlth ISGlobal,Barcelona,Spain
429,APONTE J J,APONTE J J,Manhica Hlth Res Ctr CISM,Manhica,Mozambique
430,APPAWU M A,APPAWU MAXWELL A,Noguchi Mem Inst Med Res  POB LG 581,Legon,Ghana
431,ARCA B,ARCA BRUNO,,,
432,ARCA B,ARCA BRUNO,Univ Roma La Sapienza  Parasitol Sect  Dept Publ Hlth & Infect Dis,I-00185 Rome,Italy
433,ARGY N,ARGY NICOLAS,IRD  MERIT  UMR216,Paris,France
434,ARGY N,ARGY NICOLAS,Paris Descartes Univ  Fac Pharm Paris  COMUE Sorbonne Paris Cite,F-75006 Paris,France
435,ARGY N,ARGY NICOLAS,Hop Bichat Claude Bernard  Parasitol Lab,F-75018 Paris,France
436,ARGY N,ARGY NICOLAS,Hop Bichat Claude Bernard  French Natl Reference Ctr  Malaria Lab,F-75018 Paris,France
437,ARINAITWE E,ARINAITWE EMMANUEL,,,
438,ARINAITWE E,ARINAITWE EMMANUEL,Infect Dis Res Collaborat,Kampala,Uganda
439,ARMEL D,ARMEL DJENONTIN,,,
440,ARMEL D,ARMEL DJENONTIN,CREC IRD,Cotonou,Benin
441,ARNLOV J,ARNLOV JOHAN,,,
442,ARNLOV J,ARNLOV JOHAN,Uppsala Univ,Uppsala,Sweden
443,ARNOUX L,ARNOUX LYDIA,,,
444,ARNOUX L,ARNOUX LYDIA,Univ Strasbourg  Inst Parasitol & Pathol Trop  EA 7292  Federat Med Translat,Strasbourg,France
445,AROGUNDADE E,AROGUNDADE EKUNDAYO,,,
446,AROGUNDADE E,AROGUNDADE EKUNDAYO,Soc Family Hlth,Garki Abuja,Nigeria
447,AROGUNDADE E,AROGUNDADE EKUNDAYO,Soc Family Hlth,Abuja,Nigeria
448,ARRIETA H R,ARRIETA HEIDY R,,,
449,ARSENIJEVIC V S A,ARSENIJEVIC VALENTINA S ARSIC,,,
450,ARSENIJEVIC V S A,ARSENIJEVIC VALENTINA S ARSIC,Univ Belgrade  Sch Med  Inst Microbiol & Immunol,Belgrade,Serbia
451,ARTAMAN A,ARTAMAN ALI,,,
452,ARTAMAN A,ARTAMAN ALI,Median Inc  Windsor,ON,Canada
453,ASGHAR R J,ASGHAR RANA J,,,
454,ASGHAR R J,ASGHAR RANA J,Asian Publ Hlth Forum,Islamabad,Pakistan
455,ASHLEY E A,ASHLEY ELIZABETH A,,,
456,ASHLEY E A,ASHLEY ELIZABETH A,Epictr,Paris,France
457,ASHLEY E A,ASHLEY ELIZABETH A,Mahidol Univ  Fac Trop Med  Mahidol Oxford Trop Med Res Unit  Shoklo Malaria Res Unit,Mae Sot,Thailand
458,ASHLEY E A,ASHLEY ELIZABETH A,Mahidol Univ  Fac Trop Med,Bangkok,Thailand
459,ASHLEY E A,ASHLEY E A,,,
460,ASHLEY E A,ASHLEY E A,Mahidol Univ  Fac Trop Med  Mahidol Oxford Trop Med Res Unit  Shoklo Malaria Res Unit,Mae Sot,Thailand
461,ASHLEY E A,ASHLEY E A,Mahidol Univ  Fac Trop Med,Bangkok,Thailand
462,ASIDI A,ASIDI ALEX,,,
463,ASIDI A,ASIDI ALEX,Ctr Rech Entomol Cotonou,Cotonou,Benin
464,ASIDI A,ASIDI ALEX,London Sch Hyg & Trop Med,London WC1,England
465,ASIDI A,ASIDI ALEX,CREC,Cotonou,Benin
466,ASIDI A,ASIDI ALEX,Univ London London Sch Hyg & Trop Med,London WC1E 7HT,England
467,ASIDI A,ASIDI ALEX,Minist Sante  Lab Natl  CREC,Cotonou 06,Benin
468,ASIDI A,ASIDI ALEX,Ctr Rech Entomolog Cotonou,Cotonou,Benin
469,ASIDI A,ASIDI ALEX,Minist Sante  Lab Natl  Ctr Rech Entomol Cotonou,Cotonou,Benin
470,ASIH P B S,ASIH PUJI BUDI SETIA,,,
471,ASIH P B S,ASIH PUJI BUDI SETIA,Eijkman Inst Mol Biol,Jakarta,Indonesia
472,ASSADI R,ASSADI REZA,,,
473,ASSADI R,ASSADI REZA,Mashhad Univ Med Sci,Mashhad,Iran
474,ASSOGBA B,ASSOGBA BENOIT,Univ Abomey Calavi  Inst Reg Sante Publ Ouidah,Cotonou,Benin
475,ASSOGBA B S,ASSOGBA BENOIT S,Univ Abomey Calavi  Inst Reg Sante Publ,Cotonou,Benin
476,ASSOGBA B S,ASSOGBA BENOIT S,Univ Montpellier  Inst Sci Evolut Montpellier  CNRS UM IRD EPHE  UMR 5554  Pl Eugene Bataillon,Montpellier,France
477,ASSOGBA B S,ASSOGBA BENOIT S,Univ Abomey Calavi  Fac Sci & Tech  Lab Biol & Typage Mol Microbiol,Cotonou,Benin
478,ASSOGBA B S,ASSOGBA BENOIT S,CNRS  IRD  ISEM  UMR 5554,Montpellier,France
479,ASSOGBA B S,ASSOGBA BENOIT S,Univ Montpellier,F-34059 Montpellier,France
480,ASSOGBA B S,ASSOGBA BENOIT S,IRSP,Ouidah,Benin
481,ASSOGBA B S,ASSOGBA BENOIT S,Univ Abomey Calavi,Cotonou,Benin
482,ASSOGBA B S,ASSOGBA BENOIT S,Univ Montpellier 2  CNRS IRD UM2  UMR 5554  Inst Sci Evolut Montpellier,Montpellier,France
483,ASSOGBAKOMLAN F,ASSOGBAKOMLAN F,,,
484,ASSOHOU C,ASSOHOU CONSTANCE,,,
485,ASSOHOU C,ASSOHOU CONSTANCE,Inst Rech Dev  UMR MIVEGEC 224  08 BP 841,Cotonou,Benin
486,ATADOKPEDE F,ATADOKPEDE F,,,
487,ATADOKPEDE F,ATADOKPEDE F,Hop Instruct Armees Camp Guezo  Serv Med Interne,Cotonou,Benin
488,ATADOKPEDE F,ATADOKPEDE FELIX,,,
489,ATADOKPEDE F,ATADOKPEDE FELIX,Hop Instruct Armees  Serv Med Interne,Cotonou,Benin
490,ATCHADE P S,ATCHADE PASCAL S,,,
491,ATCHADE P S,ATCHADE PASCAL S,Univ Abomey Calavi  Lab Biochim & Biol Mol,Cotonou,Benin
492,ATCHADE P S,ATCHADE PASCAL S,Univ Strasbourg  Inst Parasitol & Pathol Trop IPPTS Fed Med Transl,Strasbourg,France
493,ATIELI F,ATIELI FRANCES,,,
494,ATIELI F,ATIELI FRANCES,Kenya Govt Med Res Ctr,Kisumu,Kenya
495,ATKINS L S,ATKINS LYDIA S,,,
496,ATKINS L S,ATKINS LYDIA S,Minist Hlth Wellness Human Serv & Gender Relat,Castries,St Lucia
497,ATOYEBI S M,ATOYEBI SEUN M,Int Inst Trop Agr  08 BP 0932,Cotonou,Benin
498,ATOYEBI S M,ATOYEBI SEUN M,Univ Ibadan  Dept Zool  Cell Biol & Genet Unit  Ibadan,Oyo State,Nigeria
499,ATTIOUA B,ATTIOUA BARTHELEMY,Univ Cocody Abidjan  UFR Sci Struct Mat & Technol,Abidjan,Cote Ivoire
500,ATTIOUA B,ATTIOUA BARTHELEMY,Univ Strasbourg  Fac Pharm  Unite Pharmacognosie,Strasbourg,France
501,ATTOLOU R,ATTOLOU ROSELINE,Ctr Rech Entomol Cotonou,Cotonou,Benin
502,ATTOLOU R,ATTOLOU ROSELINE,Univ Abomey Calavi  Fac Sci & Tech,Abomey Calavi,Benin
503,ATTOLOU R,ATTOLOU ROSELINE,Univ Abomey Calavi  Fac Sci & Tech,Calavi,Benin
504,ATTOLOU R,ATTOLOU ROSELINE,Ctr Rech Entomol Cotonou CREC,Cotonou,Benin
505,ATTOLOU R,ATTOLOU ROSELINE,CREC,Cotonou 06 BP2604,Benin
506,AUBINET M,AUBINET MARC,Univ Liege  Gembloux Agrobio Tech  TERRA  Ecosyst Atmosphere Exchanges  Ave Fac 8,B-5030 Gembloux,Belgium
507,AUBOUY A,AUBOUY AGNES,,,
508,AUBOUY A,AUBOUY AGNES,Inst Rech Pour Dev IRD  UMR 216  Mother & Child Face Trop Infect Res Unit,Paris,France
509,AUBOUY A,AUBOUY A,,,
510,AUBOUY A,AUBOUY A,IRD  UR010,Cotonou,Benin
511,AUBOUY A,AUBOUY AGNES,IRD  Unite Rech 010,Cotonou,Benin
512,AUBOUY A,AUBOUY AGNES,Inst Rech Dev  UMR 216  Mother & Child Face Trop Infect Res Unit,Paris,France
513,AUBOUY A,AUBOUY AGNES,Paris Descartes Univ  PRES Paris Sorbonne Cite,Paris,France
514,AUBOUY A,AUBOUY AGNES,IRD,Paris,France
515,AUBOUY A,AUBOUY AGNES,IRD,Cotonou,Benin
516,AUBOUY A,AUBOUY AGNES,Univ Toulouse 3  Inst Rech Dev  UMR Pharma Dev 152  CHU Rangueil,F-31059 Toulouse,France
517,AUBOUY A,AUBOUY AGNES,IRD  Mother & Child Faced Trop Infect Unit  UMR216,F-75006 Paris,France
518,AUBOUY A,AUBOUY AGNES,IRD  UMR216,Cotonou,Benin
519,AUBRY J,AUBRY J,,,
520,AUDIBERT M,AUDIBERT MARTINE,,,
521,AUDIBERT M,AUDIBERT MARTINE,Natl Ctr Sci Res  Ctr Study & Res Int Dev,F-63000 Clermont Ferrand,France
522,AVLESSI F,AVLESSI FELICIEN,Univ Abomey Calavi  Ecole Polytech Abomey Calavi  Lab Etude & Rech Chim Appl,Cotonou 01,Benin
523,AVLESSI F,AVLESSI FELICIEN,,,
524,AVLESSI F,AVLESSI FELICIEN,Univ Abomey Calavi  Ecole Polytech Abomey Calavi  Chim Lab,Cotonou,Benin
525,AWAB G R,AWAB GHULAM RAHIM,,,
526,AWAB G R,AWAB GHULAM RAHIM,Mahidol Oxford Trop Med Res Unit MORU,Bangkok,Thailand
527,AWAB G R,AWAB GHULAM RAHIM,Minist Publ Hlth,Kabul,Afghanistan
528,AWADALLA P,AWADALLA PHILIP,Univ Montreal  Mother & Child Univ Hosp Ctr CHU St Justin  Res Ctr  Montreal,PQ H3T 1C5,Canada
529,AWOLOLA S,AWOLOLA SAM,,,
530,AWOLOLA S,AWOLOLA SAM,Nigerian Inst Med Res  Publ Hlth Div,Lagos,Nigeria
531,AWONOAMBENE H P,AWONOAMBENE HERMAN PARFAIT,,,
532,AWONOAMBENE P H,AWONOAMBENE PARFAIT H,,,
533,AYALA D,AYALA DIEGO,,,
534,AYALA D,AYALA DIEGO,IRD  CNRS  MIVEGEC  UMR 224 5290,Montpellier,France
535,AYEMONNA P,AYEMONNA PAUL,,,
536,AYEMONNA P,AYEMONNA PAUL,Hop Zone,Ouidah,Benin
537,AYIVI B,AYIVI B,,,
538,AZAGNANDJI C,AZAGNANDJI CARMINE,Fac Sci Sante  Lab Ctr Lutte Integree Paludisme,Cotonou 01,Benin
539,AZAGNANDJI C,AZAGNANDJI CARMINE,Lab Ctr Lutte Integree Paludisme,Cotonou 01,Benin
540,AZANDOSSESSI C,AZANDOSSESSI CHRISTIAN,,,
541,AZANDOSSESSI C,AZANDOSSESSI CHRISTIAN,Lab Ctr Lutte Integree Paludisme  01 BP188,Cotonou,Benin
542,AZEHOUN J P,AZEHOUN JUDICAEL P,,,
543,AZEHOUN J P,AZEHOUN JUDICAEL P,Inst Natl Rech Agr Benin,Cotonou,Benin
544,AZONDEKON R,AZONDEKON ROSERIC,CREC,Cotonou,Benin
545,AZONDEKON R,AZONDEKON ROSERIC,Univ Massachusetts,Amherst,MA 01003 USA
546,AZONDEKON R,AZONDEKON ROSERIC,Minist Sante  Ctr Rech Entomol Cotonou,Cotonou,Benin
547,AZONDEKON R,AZONDEKON ROSERIC,Ctr Rech Entomol Cotonou,Cotonou,Benin
548,AZONDEKON R,AZONDEKON ROSERIC,,,
549,AZONDEKON R,AZONDEKON ROSERIC,Univ Wisconsin,Milwaukee,WI 53201 USA
550,AZONDEKON R,AZONDEKON ROSERIC,Ctr Rech Entomol Cotonou CREC,Cotonou,Benin
551,AZONDEKON R,AZONDEKON ROSERIC,Ctr Rech Entomolog Cotonou,Cotonou,Benin
552,BA M S,BA MAMADOU S,,,
553,BA M S,BA MAMADOU S,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
554,BA M S,BA MAMADOU S,Univ Cheikh Anta Diop  Fac Med  Dept Parasitol,Dakar,Senegal
555,BA M S,BA M S,,,
556,BA M S,BA M S,Univ Cheikh Anta Diop  Fac Med  Dept Parasitol & Mycol,Dakar,Senegal
557,BABAMOUSSA L,BABAMOUSSA LAMINE,,,
558,BABAMOUSSA L S,BABAMOUSSA LAMINE S,,,
559,BABONNEAU J,BABONNEAU JEREMY,,,
560,BABONNEAU J,BABONNEAU JEREMY,Univ Angers  Inserm Avenir Team  ATOMycA  CRCNA Inserm U892 CNRS 6299,Angers,France
561,BABONNEAU J,BABONNEAU JEREMY,CHU Angers,Angers,France
562,BADAUT C,BADAUT CYRIL,Inst Rech Dev  Mother & Child Faced Trop Infect Res Unit  UMR216,Paris,France
563,BADAUT C,BADAUT CYRIL,Univ Paris 05  PRES Paris Sorbonne Cite,Paris,France
564,BADAUT C,BADAUT CYRIL,Univ Paris 05,Paris,France
565,BADAUT C,BADAUT CYRIL,IRBA  Equipe Residente Rech Infectiol Trop,Bretigny Sur Orge,France
566,BADAWI A,BADAWI ALAA,,,
567,BADAWI A,BADAWI ALAA,Publ Hlth Agcy Canada  Toronto,ON,Canada
568,BADIROU K,BADIROU KEFILATH,Ctr Rech Entomol Cotonou,Cotonou,Benin
569,BADIROU K,BADIROU KEFILATH,Univ Abomey Calavi  Fac Sci & Tech,Abomey Calavi,Benin
570,BADIROU K,BADIROU KEFILATH,Univ Abomey Calavi  Fac Sci & Tech,Calavi,Benin
571,BADIROU K,BADIROU KEFILATH,Ctr Rech Entomol Cotonou CREC,Cotonou,Benin
572,BADIROU K,BADIROU KEFILATH,CREC,Cotonou 06 BP2604,Benin
573,BAGLO T,BAGLO T,,,
574,BAGNY L,BAGNY L,,,
575,BAGNY L,BAGNY L,CIRAD 3P  UMR Pbvmt  CIRAD  F-97410 St Pierre,La Reunion,France
576,BAGNY L,BAGNY L,CIRAD 3P  UR016  IRD  F-97410 St Pierre,La Reunion,France
577,BAKARE A A,BAKARE ADEKUNLE A,,,
578,BAKARE A A,BAKARE ADEKUNLE A,Univ Ibadan,Ibadan,Nigeria
579,BAKARE A A,BAKARE ADEKUNLE A,Univ Ibadan  Dept Zool,Ibadan,Nigeria
580,BAKARE A A,BAKARE ADEKUNLE A,Univ Ibadan  Dept Zool  Cell Biol & Genet Unit  Ibadan,Oyo State,Nigeria
581,BAKIONO F,BAKIONO FIDELE,FSS & AC2N Consulting Grp Cotonou  Unite Pharmacol Clin,Cotonou,Benin
582,BALAJI A L,BALAJI ARJUN LAKSHMANA,,,
583,BALAJI A L,BALAJI ARJUN LAKSHMANA,Univ Melbourne  Melbourne,Vic,Australia
584,BALAKRISHNAN K,BALAKRISHNAN KALPANA,,,
585,BALAKRISHNAN K,BALAKRISHNAN KALPANA,Sri Ramachandra Univ  Chennai,Tamil Nadu,India
586,BALANCA G,BALANCA GILLES,,,
587,BALANCA G,BALANCA GILLES,CIRAD UR AGIRs Campus Int Baillarguet,F-34398 Montpellier,France
588,BALDET T,BALDET THIERRY,,,
589,BALDET T,BALDET THIERRY,CREC,Cotonou,Benin
590,BALDET T,BALDET THIERRY,IRD CREC CIRAD,Cotonou,Benin
591,BALDET T,BALDET THIERRY,Ctr Rech Entomol Cotonou,Cotonou,Benin
592,BALDET T,BALDET THIERRY,Inst Rech Dev  Lab Lutte Contre Insectes Nuisibles,F-34394 Montpellier,France
593,BALDET T,BALDET THIERRY,IRD Cirad,Cotonou,Benin
594,BALDET T,BALDET THIERRY,CREC  IRD  UR016,Cotonou,Benin
595,BALDET T,BALDET THIERRY,Ctr Rech Entomol Cotonou  Inst Rech Dev  UMR224,Cotonou,Benin
596,BALDET T,BALDET THIERRY,UMR UM1 UM2 CNRS 5290 IRD 224  Inst Rech Dev,Montpellier,France
597,BALDET T,BALDET THIERRY,Ctr Rech Entomol Cotonou  Inst Rech & Dev,Cotonou,Benin
598,BALDET T,BALDET THIERRY,Ctr Cooperat Int Rech Agron Dev CIRAD  CMAEE Unit,Montpellier,France
599,BALDET T,BALDET T,,,
600,BALDET T,BALDET T,Ctr Rech Entomol Cotonou  Ctr Cooperat Int Rech Agron Dev  IRD,Cotonou,Benin
601,BANERJEE A,BANERJEE AMITAVA,,,
602,BANERJEE A,BANERJEE AMITAVA,Univ Birmingham  Birmingham,W Midlands,England
603,BANGANA S B,BANGANA SAHABI B,CREC,Cotonou,Benin
