Id,init_name,last_name,first_name,affiliation,city,country
277,ALLAN R,ALLAN,RICHARD,MENTOR Initiat,Crawley,England
278,ARINAITWE E,ARINAITWE,EMMANUEL,,,
279,ARINAITWE E,ARINAITWE,EMMANUEL,Infect Dis Res Collaborat,Kampala,Uganda
280,ASHLEY E A,ASHLEY,ELIZABETH A,,,
281,ASHLEY E A,ASHLEY,ELIZABETH A,Epictr,Paris,France
282,BA M S,BA,MAMADOU S,,,
283,BA M S,BA,MAMADOU S,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
284,BARENNES H,BARENNES,HUBERT,,,
285,BARENNES H,BARENNES,HUBERT,Ctr Muraz,Bobo Dioulasso,Burkina Faso
286,BARENNES H,BARENNES,HUBERT,French Foreign Affairs,Biarritz,France
287,BARNES K I,BARNES,KAREN I,,,
288,BARNES K I,BARNES,KAREN I,WorldWide Antimalarial Resistance Network WWARN,Cape Town,South Africa
289,BARNES K I,BARNES,KAREN I,Univ Cape Town  Dept Med  Div Clin Pharmacol,ZA-7925 Cape Town,South Africa
290,BASSAT Q,BASSAT,QUIQUE,,,
291,BASSAT Q,BASSAT,QUIQUE,Ctr Invest Saude Manhica,Manhica,Mozambique
292,BASSAT Q,BASSAT,QUIQUE,Univ Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal  Hosp Clin,Barcelona,Spain
293,BAUDIN E,BAUDIN,ELISABETH,,,
294,BAUDIN E,BAUDIN,ELISABETH,MENTOR Initiat,Crawley,England
295,BERENSRIHA N,BERENSRIHA,NICOLE,,,
296,BJORKMAN A,BJOERKMAN,ANDERS,,,
297,BJORKMAN A,BJOERKMAN,ANDERS,Karolinska Inst  Dept Microbiol Tumour & Cell Biol,Stockholm,Sweden
298,BOMPART F,BOMPART,FRANCOIS,,,
299,BOMPART F,BOMPART,FRANCOIS,Sanofi Aventis  Direct Acces Med Access Med,Gentilly,France
300,BONNET M,BONNET,MARYLINE,,,
301,BONNET M,BONNET,MARYLINE,Epictr,Geneva,Switzerland
302,BORRMANN S,BORRMANN,STEFFEN,,,
303,BORRMANN S,BORRMANN,STEFFEN,Wellcome Trust Res Programme  Kenya Med Res Inst,Kilifi,Kenya
304,BORRMANN S,BORRMANN,STEFFEN,Univ Tubingen  Inst Trop Med,Tubingen,Germany
305,BORRMANN S,BORRMANN,STEFFEN,German Ctr Infect Res,Tubingen,Germany
306,BOUSEMA T,BOUSEMA,TEUN,,,
307,BOUSEMA T,BOUSEMA,TEUN,London Sch Hyg & Trop Med  Fac Infect & Trop Dis  Dept Infect & Immun,London WC1,England
308,BOUSEMA T,BOUSEMA,TEUN,Radboud Univ Nijmegen  Med Ctr  Dept Med Microbiol,Njimegen,Netherlands
309,BRASSEUR P,BRASSEUR,PHILIPPE,,,
310,BRASSEUR P,BRASSEUR,PHILIPPE,IRD,Dakar,Senegal
311,BUKIRWA H,BUKIRWA,HASIFA,,,
312,BUKIRWA H,BUKIRWA,HASIFA,Uganda Malaria Surveillance Project,Kampala,Uganda
313,CHECCHI F,CHECCHI,FRANCESCO,,,
314,CHECCHI F,CHECCHI,FRANCESCO,Epictr,Paris,France
315,DAHAL P,DAHAL,PRABIN,,,
316,DAHAL P,DAHAL,PRABIN,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
317,DAHAL P,DAHAL,PRABIN,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
318,DALESSANDRO U,DALESSANDRO,UMBERTO,,,
319,DESAI M,DESAI,MEGHNA,,,
320,DESAI M,DESAI,MEGHNA,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Malaria Branch,Atlanta,GA USA
321,DICKO A,DICKO,ALASSANE,,,
322,DICKO A,DICKO,ALASSANE,Univ Bamako  Fac Med Pharm & Dent  Malaria Res & Training Ctr,Bamako,Mali
323,DICKO A,DICKO,ALASSANE,Univ Bamako  Fac Med Pharm & Dent  Dept Publ Hlth,Bamako,Mali
324,DJIMDE A A,DJIMDE,ABDOULAYE A,,,
325,DJIMDE A A,DJIMDE,ABDOULAYE A,Univ Bamako  Fac Med Pharm & Dent  Malaria Res & Training Ctr,Bamako,Mali
326,DORSEY G,DORSEY,GRANT,,,
327,DORSEY G,DORSEY,GRANT,Univ Calif San Francisco  Dept Med,San Francisco,CA 94143 USA
328,DOUMBO O K,DOUMBO,OGOBARA K,,,
329,DOUMBO O K,DOUMBO,OGOBARA K,Univ Bamako  Fac Med Pharm & Dent  Malaria Res & Training Ctr,Bamako,Mali
330,DRAKELEY C J,DRAKELEY,CHRIS J,,,
331,DRAKELEY C J,DRAKELEY,CHRIS J,German Ctr Infect Res,Tubingen,Germany
332,DUPARC S,DUPARC,STEPHAN,,,
333,DUPARC S,DUPARC,STEPHAN,Med Malaria Venture,Geneva,Switzerland
334,ESHETU T,ESHETU,TEFERI,,,
335,ESHETU T,ESHETU,TEFERI,Univ Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal  Hosp Clin,Barcelona,Spain
336,ESHETU T,ESHETU,TEFERI,Jimma Univ  Dept Med Lab Sci & Pathol,Jimma,Ethiopia
337,ESPIE E,ESPIE,EMMANUELLE,,,
338,ESPIE E,ESPIE,EMMANUELLE,Epictr,Paris,France
339,ETARD J F,ETARD,JEANFRANCOIS,,,
340,FAIZ A M,FAIZ,ABUL M,,,
341,FAIZ A M,FAIZ,ABUL M,Mahidol Univ  Fac Trop Med,Bangkok,Thailand
342,FALADE C O,FALADE,CATHERINE O,,,
343,FALADE C O,FALADE,CATHERINE O,Univ Ibadan  Coll Med  Dept Pharmacol & Therapeut,Ibadan,Nigeria
344,FANELLO C I,FANELLO,CATERINA I,,,
345,FANELLO C I,FANELLO,CATERINA I,Mahidol Univ  Fac Trop Med  Mahidol Oxford Res Unit,Bangkok,Thailand
346,FAYE B,FAYE,BABACAR,,,
347,FAYE B,FAYE,BABACAR,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
348,FAYE O,FAYE,OUMAR,,,
349,FAYE O,FAYE,OUMAR,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
350,FILLER S,FILLER,SCOTT,,,
351,FILLER S,FILLER,SCOTT,Global Fund Fight AIDS TB & Malaria,Geneva,Switzerland
352,FLEGG J A,FLEGG,JENNIFER A,,,
353,FLEGG J A,FLEGG,JENNIFER A,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
354,FLEGG J A,FLEGG,JENNIFER A,Monash Univ  Sch Math Sci  Melbourne,Vic 3004,Australia
355,FLEGG J A,FLEGG,JENNIFER A,Monash Univ  Monash Acad Cross & Interdisciplinary Math Applic  Melbourne,Vic 3004,Australia
356,FOFANA B,FOFANA,BAKARY,,,
357,FOFANA B,FOFANA,BAKARY,Univ Bamako  Fac Med Pharm & Dent  Malaria Res & Training Ctr,Bamako,Mali
358,FOGG C,FOGG,CAROLE,,,
359,FOGG C,FOGG,CAROLE,Univ Portsmouth  Portsmouth Hosp NHS Trust  Portsmouth,Hants,England
360,GADALLA N B,GADALLA,NAHLA B,,,
361,GADALLA N B,GADALLA,NAHLA B,London Sch Hyg & Trop Med  Fac Infect & Trop Dis  Dept Infect & Immun,London WC1,England
362,GADALLA N B,GADALLA,NAHLA B,Natl Res Ctr  Res Inst Trop Med  Dept Epidemiol,Khartoum,Sudan
363,GADALLA N B,GADALLA,NAHLA B,NIAID,Rockville,MD USA
364,GAYE O,GAYE,OUMAR,,,
365,GAYE O,GAYE,OUMAR,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
366,GENTON B,GENTON,BLAISE,,,
367,GENTON B,GENTON,BLAISE,Swiss Trop & Publ Hlth Inst  Dept Epidemiol & Publ Hlth,Basel,Switzerland
368,GENTON B,GENTON,BLAISE,Univ Lausanne Hosp  Div Infect Dis,Lausanne,Switzerland
369,GENTON B,GENTON,BLAISE,Univ Lausanne Hosp  Dept Ambulatory Care & Community Med,Lausanne,Switzerland
370,GETHING P W,GETHING,PETER W,,,
371,GETHING P W,GETHING,PETER W,Univ Oxford  Dept Zool  Spatial Ecol & Epidemiol Grp,Oxford OX1 3PS,England
372,GIL J P,GIL,JOSE P,,,
373,GIL J P,GIL,JOSE P,Karolinska Inst  Pharmacogenet Sect  Drug Resistance Unit  Dept Physiol & Pharmacol,Stockholm,Sweden
374,GIL J P,GIL,JOSE P,Univ Lisbon  Fac Sci  Biosyst & Integrat Sci Inst BioISI,P-1699 Lisbon,Portugal
375,GIL J P,GIL,JOSE P,SUNY Binghamton  Harpur Coll Arts & Sci,Binghamton,NY USA
376,GONZALEZ R,GONZALEZ,RAQUEL,,,
377,GONZALEZ R,GONZALEZ,RAQUEL,Ctr Invest Saude Manhica,Manhica,Mozambique
378,GONZALEZ R,GONZALEZ,RAQUEL,Univ Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal  Hosp Clin,Barcelona,Spain
379,GRANDESSO F,GRANDESSO,FRANCESCO,,,
380,GRANDESSO F,GRANDESSO,FRANCESCO,Epictr,Paris,France
381,GREENHOUSE B,GREENHOUSE,BRYAN,,,
382,GREENHOUSE B,GREENHOUSE,BRYAN,Univ Calif San Francisco  Dept Med,San Francisco,CA 94143 USA
383,GREENWOOD B,GREENWOOD,BRIAN,,,
384,GREENWOOD B,GREENWOOD,BRIAN,London Sch Hyg & Trop Med  Fac Infect & Trop Dis  Dept Dis Control,London WC1,England
385,GRIVOYANNIS A,GRIVOYANNIS,ANASTASIA,,,
386,GRIVOYANNIS A,GRIVOYANNIS,ANASTASIA,Univ Washington  Div Emergency Med,Seattle,WA 98195 USA
387,GUERIN P J,GUERIN,PHILIPPE J,,,
388,GUERIN P J,GUERIN,PHILIPPE J,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
389,GUERIN P J,GUERIN,PHILIPPE J,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
390,GUTHMANN J P,GUTHMANN,JEANPAUL,,,
391,HAMED K,HAMED,KAMAL,,,
392,HAMED K,HAMED,KAMAL,Novartis Pharmaceut,E Hanover,NJ USA
393,HAMOUR S,HAMOUR,SALLY,,,
394,HAMOUR S,HAMOUR,SALLY,Royal Free Hosp  UCL Ctr Nephrol,London NW3 2QG,England
395,HAY S I,HAY,SIMON I,,,
396,HAY S I,HAY,SIMON I,Univ Oxford  Wellcome Trust Ctr Human Genet,Oxford,England
397,HAY S I,HAY,SIMON I,Univ Washington  Inst Hlth Metr & Evaluat,Seattle,WA 98195 USA
398,HAY S I,HAY,SIMON I,NIH  Fogarty Int Ctr,Bethesda,MD 20892 USA
399,HODEL E M,HODEL,EVA MARIA,,,
400,HODEL E M,HODEL,EVA MARIA,Swiss Trop & Publ Hlth Inst  Dept Epidemiol & Publ Hlth,Basel,Switzerland
401,HODEL E M,HODEL,EVA MARIA,Univ Liverpool  Liverpool Sch Trop Med  Dept Parasitol  Liverpool L3 5QA,Merseyside,England
402,HUMPHREYS G S,HUMPHREYS,GEORGINA S,,,
403,HUMPHREYS G S,HUMPHREYS,GEORGINA S,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
404,HUMPHREYS G S,HUMPHREYS,GEORGINA S,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
405,HWANG J,HWANG,JIMEE,,,
406,HWANG J,HWANG,JIMEE,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Malaria Branch,Atlanta,GA USA
407,HWANG J,HWANG,JIMEE,Univ Calif San Francisco  Global Hlth Grp,San Francisco,CA 94143 USA
408,IBRAHIM M L,IBRAHIM,MAMAN L,,,
409,IBRAHIM M L,IBRAHIM,MAMAN L,Ctr Rech Med & Sanit,Niamey,Niger
410,JIMA D,JIMA,DADDI,,,
411,JIMA D,JIMA,DADDI,Fed Minist Hlth,Addis Ababa,Ethiopia
412,JONES J J,JONES,JOEL J,,,
413,JONES J J,JONES,JOEL J,Minist Hlth & Social Welf  Natl Malaria Control Programme,Monrovia,Liberia
414,JULLIEN V,JULLIEN,VINCENT,,,
415,JULLIEN V,JULLIEN,VINCENT,Univ Paris 05  AP HP,Paris,France
416,JUMA E,JUMA,ELIZABETH,,,
417,JUMA E,JUMA,ELIZABETH,Kenya Govt Med Res Ctr,Nairobi,Kenya
418,KACHUR P S,KACHUR,PATRICK S,,,
419,KACHUR P S,KACHUR,PATRICK S,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Malaria Branch,Atlanta,GA USA
420,KAGER P A,KAGER,PIET A,,,
421,KAGER P A,KAGER,PIET A,Univ Amsterdam  Acad Med Ctr  Ctr Infect & Immun Amsterdam CINIMA  Div Infect Dis Trop Med & AIDS,NL-1105 AZ Amsterdam,Netherlands
422,KAMUGISHA E,KAMUGISHA,ERASMUS,,,
423,KAMUGISHA E,KAMUGISHA,ERASMUS,Catholic Univ Hlth & Allied Sci,Mwanza,Tanzania
424,KAMYA M R,KAMYA,MOSES R,,,
425,KAMYA M R,KAMYA,MOSES R,Makerere Univ  Coll Hlth Sci,Kampala,Uganda
426,KAREMA C,KAREMA,CORINE,,,
427,KAREMA C,KAREMA,CORINE,Minist Hlth  Malaria & Other Parasit Dis Div RBC,Kigali,Rwanda
428,KAYENTAO K,KAYENTAO,KASSOUM,,,
429,KAYENTAO K,KAYENTAO,KASSOUM,Univ Bamako  Fac Med Pharm & Dent  Malaria Res & Training Ctr,Bamako,Mali
430,KIECHEL J R,KIECHEL,JEANRENE,,,
431,KIRONDE F,KIRONDE,FRED,,,
432,KIRONDE F,KIRONDE,FRED,Makerere Univ  Dept Biochem,Kampala,Uganda
433,KOFOED P E,KOFOED,POULERIK,,,
434,KREMSNER P G,KREMSNER,PETER G,Univ Tubingen  Inst Trop Med,Tubingen,Germany
435,KRISHNA S,KRISHNA,SANJEEV,,,
436,KRISHNA S,KRISHNA,SANJEEV,Univ London  Inst Infect & Immun,London,England
437,LAMEYRE V,LAMEYRE,VALERIE,,,
438,LAMEYRE V,LAMEYRE,VALERIE,Sanofi Aventis  Direct Acces Med Access Med,Gentilly,France
439,LELL B,LELL,BERTRAND,,,
440,LELL B,LELL,BERTRAND,Univ Tubingen  Inst Trop Med,Tubingen,Germany
441,LELL B,LELL,BERTRAND,Ctr Rech Med Lambarene,Lambarene,Gabon
442,LIMA A,LIMA,ANGELES,,,
443,LIMA A,LIMA,ANGELES,Univ Oxford  Wellcome Trust Ctr Human Genet,Oxford,England
444,MAKANGA M,MAKANGA,MICHAEL,,,
445,MAKANGA M,MAKANGA,MICHAEL,European & Dev Countries Clin Trials Partnership,Cape Town,South Africa
446,MALIK E M,MALIK,ELFATIH M,,,
447,MALIK E M,MALIK,ELFATIH M,Fed Minist Hlth,Khartoum,Sudan
448,MARSH K,MARSH,KEVIN,,,
449,MARSH K,MARSH,KEVIN,Wellcome Trust Res Programme  Kenya Med Res Inst,Kilifi,Kenya
450,MARSH K,MARSH,KEVIN,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
451,MARTENSSON A,MARTENSSON,ANDREAS,,,
452,MARTENSSON A,MARTENSSON,ANDREAS,Karolinska Inst  Dept Microbiol Tumour & Cell Biol,Stockholm,Sweden
453,MARTENSSON A,MARTENSSON,ANDREAS,Karolinska Inst  Dept Publ Hlth Sci,Stockholm,Sweden
454,MARTENSSON A,MARTENSSON,ANDREAS,Uppsala Univ  Ctr Clin Res Sormland,Uppsala,Sweden
455,MASSOUGBODJI A,MASSOUGBODJI,ACHILLE,Univ Abomey Calavi  FSS  CERPAGE,Cotonou,Benin
456,MENAN H,MENAN,HERVE,,,
457,MENAN H,MENAN,HERVE,Univ Cocody  Fac Pharm  Dept Parasitol,Abidjan,Cote Ivoire
458,MENARD D,MENARD,DIDIER,,,
459,MENARD D,MENARD,DIDIER,Inst Pasteur Cambodia  Malaria Mol Epidemiol Unit,Phnom Penh,Cambodia
460,MENENDEZ C,MENENDEZ,CLARA,,,
461,MENENDEZ C,MENENDEZ,CLARA,Ctr Invest Saude Manhica,Manhica,Mozambique
462,MENENDEZ C,MENENDEZ,CLARA,Univ Barcelona  Barcelona Ctr Int Hlth Res CRESIB  ISGlobal  Hosp Clin,Barcelona,Spain
463,MENS P F,MENS,PETRA F,,,
464,MENS P F,MENS,PETRA F,Univ Amsterdam  Acad Med Ctr  Ctr Infect & Immun Amsterdam CINIMA  Div Infect Dis Trop Med & AIDS,NL-1105 AZ Amsterdam,Netherlands
465,MENS P F,MENS,PETRA F,KIT Biomed Res  Royal Trop Inst,Amsterdam,Netherlands
466,MEREMIKWU M,MEREMIKWU,MARTIN,,,
467,MEREMIKWU M,MEREMIKWU,MARTIN,Univ Calabar  Dept Paediat,Calabar,Nigeria
468,MEREMIKWU M,MEREMIKWU,MARTIN,Inst Trop Dis Res & Prevent,Calabar,Nigeria
469,MOREIRA C,MOREIRA,CLARISSA,,,
470,MOREIRA C,MOREIRA,CLARISSA,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
471,MOREIRA C,MOREIRA,CLARISSA,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
472,NABASUMBA C,NABASUMBA,CAROLYN,,,
473,NABASUMBA C,NABASUMBA,CAROLYN,Epictr,Paris,France
474,NABASUMBA C,NABASUMBA,CAROLYN,Mbarara Univ Sci & Technol  Fac Med,Mbarara,Uganda
475,NAMBOZI M,NAMBOZI,MICHAEL,,,
476,NAMBOZI M,NAMBOZI,MICHAEL,Trop Dis Res Ctr,Ndola,Zambia
477,NDIAYE J L,NDIAYE,JEANLOUIS,,,
478,NGASALA B E,NGASALA,BILLY E,,,
479,NGASALA B E,NGASALA,BILLY E,Muhimbili Univ Hlth & Allied Sci  Dept Parasitol,Dar Es Salaam,Tanzania
480,NGASALA B E,NGASALA,BILLY E,Karolinska Inst  Dept Med Solna  Infect Dis Unit  Malaria Res,Stockholm,Sweden
481,NIKIEMA F,NIKIEMA,FREDERIC,,,
482,NIKIEMA F,NIKIEMA,FREDERIC,Inst Rech Sci Sante,Bobo Dioulasso,Burkina Faso
483,NSANZABANA C,NSANZABANA,CHRISTIAN,,,
484,NSANZABANA C,NSANZABANA,CHRISTIAN,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
485,NSANZABANA C,NSANZABANA,CHRISTIAN,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
486,NTOUMI F,NTOUMI,FRANCINE,,,
487,NTOUMI F,NTOUMI,FRANCINE,Univ Tubingen  Inst Trop Med,Tubingen,Germany
488,NTOUMI F,NTOUMI,FRANCINE,Univ Marien Ngouabi  FCRM  Fac Sci Sante,Brazzaville,Congo
489,OGUIKE M,OGUIKE,MARY,,,
490,OGUIKE M,OGUIKE,MARY,London Sch Hyg & Trop Med  Fac Infect & Trop Dis  Dept Infect & Immun,London WC1,England
491,OGUTU B R,OGUTU,BERNHARDS R,,,
492,OGUTU B R,OGUTU,BERNHARDS R,United States Army Med Res Unit  Kenya Med Res Inst,Kisumu,Kenya
493,OLLIARO P,OLLIARO,PIERO,,,
494,OLLIARO P,OLLIARO,PIERO,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
495,OLLIARO P,OLLIARO,PIERO,UNICEF UNDP World Bank WHO Special Programme Res,Geneva,Switzerland
496,OMAR S A,OMAR,SABAH A,,,
497,OMAR S A,OMAR,SABAH A,Kenya Govt Med Res Ctr  Ctr Biotechnol Res & Dev,Nairobi,Kenya
498,OUEDRAOGO J B,OUEDRAOGO,JEANBOSCO,,,
499,OWUSUAGYEI S,OWUSUAGYEI,SETH,,,
500,PENALI L K,PENALI,LOUIS K,,,
501,PENALI L K,PENALI,LOUIS K,WorldWide Antimalarial Resistance Network WWARN W,Dakar,Senegal
502,PENE M,PENE,MBAYE,,,
503,PENE M,PENE,MBAYE,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
504,PESHU J,PESHU,JUDY,,,
505,PESHU J,PESHU,JUDY,Wellcome Trust Res Programme  Kenya Med Res Inst,Kilifi,Kenya
506,PIOLA P,PIOLA,PATRICE,,,
507,PIOLA P,PIOLA,PATRICE,Inst Pasteur Madagascar  Epidemiol Unit,Antananarivo,Madagascar
508,PLOWE C V,PLOWE,CHRISTOPHER V,,,
509,PLOWE C V,PLOWE,CHRISTOPHER V,Univ Maryland  Sch Med  Howard Hughes Med Inst  Ctr Vaccine Dev,Baltimore,MD 21201 USA
510,PREMJI Z,PREMJI,ZUL,,,
511,PREMJI Z,PREMJI,ZUL,Muhimbili Univ Hlth & Allied Sci  Dept Parasitol,Dar Es Salaam,Tanzania
512,PRICE R N,PRICE,RIC N,,,
513,PRICE R N,PRICE,RIC N,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
514,PRICE R N,PRICE,RIC N,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
515,PRICE R N,PRICE,RIC N,Menzies Sch Hlth Res  Darwin,NT,Australia
516,PRICE R N,PRICE,RIC N,Charles Darwin Univ  Darwin,NT 0909,Australia
517,RANDRIANARIVELOJOSIA M,RANDRIANARIVELOJOSIA,MILIJAONA,,,
518,RANDRIANARIVELOJOSIA M,RANDRIANARIVELOJOSIA,MILIJAONA,Inst Pasteur Madagascar  Malaria Res Unit,Antananarivo,Madagascar
519,ROMBO L,ROMBO,LARS,,,
520,ROMBO L,ROMBO,LARS,Karolinska Inst  Karolinska Univ Hosp  Infect Dis Unit  Malaria Res Lab Dept Med,Stockholm,Sweden
521,ROMBO L,ROMBO,LARS,Malarsjukhuset  Dept Infect Dis,S-63188 Eskilstuna,Sweden
522,ROMBO L,ROMBO,LARS,Clin Res Ctr,Uppsala,Sweden
523,ROPER C,ROPER,CALLY,,,
524,ROPER C,ROPER,CALLY,London Sch Hyg & Trop Med  Fac Infect & Trop Dis  Dept Pathogen Mol Biol,London WC1,England
525,ROSENTHAL P J,ROSENTHAL,PHILIP J,,,
526,ROSENTHAL P J,ROSENTHAL,PHILIP J,Univ Calif San Francisco  Dept Med,San Francisco,CA 94143 USA
527,SAGARA I,SAGARA,ISSAKA,,,
528,SAGARA I,SAGARA,ISSAKA,Univ Bamako  Fac Med Pharm & Dent  Malaria Res & Training Ctr,Bamako,Mali
529,SAMEEKOBO A,SAMEEKOBO,ALBERT,,,
530,SAWA P,SAWA,PATRICK,,,
531,SAWA P,SAWA,PATRICK,Int Ctr Insect Physiol & Ecol  Human Hlth Div,Mbita,Kenya
532,SCHALLIG HDFH,SCHALLIG,HENK D F H,,,
533,SCHALLIG HDFH,SCHALLIG,HENK D F H,KIT Biomed Res  Royal Trop Inst,Amsterdam,Netherlands
534,SCHRAMM B,SCHRAMM,BIRGIT,,,
535,SCHRAMM B,SCHRAMM,BIRGIT,Epictr,Paris,France
536,SECK A,SECK,AMADOU,,,
537,SECK A,SECK,AMADOU,WorldWide Antimalarial Resistance Network WWARN W,Dakar,Senegal
538,SHEKALAGHE S A,SHEKALAGHE,SEIF A,Ifakara Hlth Inst,Dar Es Salaam,Tanzania
539,SHEKALAGHE S A,SHEKALAGHE,SEIF A,Kilimanjaro Christian Med Ctr  Kilimanjaro Clin Med Res Inst,Moshi,Tanzania
540,SIBLEY C H,SIBLEY,CAROL H,,,
541,SIBLEY C H,SIBLEY,CAROL H,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
542,SIBLEY C H,SIBLEY,CAROL H,Univ Washington  Dept Genome Sci,Seattle,WA 98195 USA
543,SINOU V,SINOU,VRONIQUE,,,
544,SINOU V,SINOU,VRONIQUE,Aix Marseille Univ  Fac Pharm  UMR MD3,Marseille,France
545,SIRIMA S B,SIRIMA,SODIOMON B,,,
546,SIRIMA S B,SIRIMA,SODIOMON B,CNRFP,Ouagadougou,Burkina Faso
547,SOM F A,SOM,FABRICE A,,,
548,SOM F A,SOM,FABRICE A,Inst Rech Sci Sante,Bobo Dioulasso,Burkina Faso
549,SOW D,SOW,DOUDOU,,,
550,SOW D,SOW,DOUDOU,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
551,STAEDKE S G,STAEDKE,SARAH G,,,
552,STAEDKE S G,STAEDKE,SARAH G,Infect Dis Res Collaborat,Kampala,Uganda
553,STAEDKE S G,STAEDKE,SARAH G,London Sch Hyg & Trop Med  Fac Infect & Trop Dis  Dept Clin Res,London WC1,England
554,STEPNIEWSKA K,STEPNIEWSKA,KASIA,,,
555,STEPNIEWSKA K,STEPNIEWSKA,KASIA,WorldWide Antimalarial Resistance Network WWARN,Oxford,England
556,STEPNIEWSKA K,STEPNIEWSKA,KASIA,Univ Oxford  Nuffield Dept Clin Med  Ctr Trop Med & Global Hlth,Oxford,England
557,SUTHERLAND C J,SUTHERLAND,COLIN J,,,
558,SUTHERLAND C J,SUTHERLAND,COLIN J,London Sch Hyg & Trop Med  Fac Infect & Trop Dis  Dept Infect & Immun,London WC1,England
559,SWARTHOUT T D,SWARTHOUT,TODD D,,,
560,SWARTHOUT T D,SWARTHOUT,TODD D,Med Sans Frontieres,London,England
561,SYLLA K,SYLLA,KHADIME,,,
562,SYLLA K,SYLLA,KHADIME,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
563,TALISUNA A O,TALISUNA,AMBROSE O,,,
564,TALISUNA A O,TALISUNA,AMBROSE O,East Africa Reg Ctr  WorldWide Antimalarial Resistance Network WWARN,Nairobi,Kenya
565,TALISUNA A O,TALISUNA,AMBROSE O,Univ Oxford  KEMRI  Wellcome Trust Res Programme,Nairobi,Kenya
566,TAYLOR W R J,TAYLOR,WALTER R J,,,
567,TAYLOR W R J,TAYLOR,WALTER R J,UNICEF UNDP World Bank WHO Special Programme Res,Geneva,Switzerland
568,TAYLOR W R J,TAYLOR,WALTER R J,Hop Cantonal Univ Geneva  Serv Med Int & Humanitaire,Geneva,Switzerland
569,TEMU E A,TEMU,EMMANUEL A,,,
570,TEMU E A,TEMU,EMMANUEL A,MENTOR Initiat,Crawley,England
571,TEMU E A,TEMU,EMMANUEL A,Swiss Trop & Publ Hlth Inst  Dept Epidemiol & Publ Hlth,Basel,Switzerland
572,TEMU E A,TEMU,EMMANUEL A,Univ Basel,Basel,Switzerland
573,THWING J I,THWING,JULIE I,,,
574,THWING J I,THWING,JULIE I,Ctr Dis Control & Prevent  Div Parasit Dis & Malaria  Malaria Branch,Atlanta,GA USA
575,TINE R C K,TINE,ROGER C K,,,
576,TINE R C K,TINE,ROGER C K,Univ Cheikh Anta Diop  Dept Parasitol & Mycol  Fac Med,Dakar,Senegal
577,TINTO H,TINTO,HALIDOU,,,
578,TINTO H,TINTO,HALIDOU,Ctr Muraz,Bobo Dioulasso,Burkina Faso
579,TINTO H,TINTO,HALIDOU,Inst Rech Sci Sante,Bobo Dioulasso,Burkina Faso
580,TOMMASINI S,TOMMASINI,SILVA,,,
581,TOMMASINI S,TOMMASINI,SILVA,Sigma Tau Ind Farmaceut Riunite SpA,Rome,Italy
582,TOURE O A,TOURE,OFFIANAN A,,,
583,TOURE O A,TOURE,OFFIANAN A,Inst Pasteur Cote Ivoire  Malariol Dept,Abidjan,Cote Ivoire
584,URSING J,URSING,JOHAN,,,
585,URSING J,URSING,JOHAN,Projecto Saude Bandim,Bissau,Guinea Bissau
586,URSING J,URSING,JOHAN,Karolinska Inst  Dept Med Solna  Infect Dis Unit  Malaria Res,Stockholm,Sweden
587,VAILLANT M T,VAILLANT,MICHEL T,,,
